,ticker,security,outlook,rating,use,trust,upward_trend,outlook_date,revenue,rev_change_percent,profit ,profit_change_percent,assets,market_value,sector_y,industry_y,webscrape_date,net_income,ft_employee,div_yield,three_year,five_year,ten_year,alcohol,adult,gambling,tobacco,controversial_weapons,small_arms,military_contracting,coal,net_per_emp
537,ITC.BO,ITC Limited,,,,,,,,,,,,,Consumer Defensive,Tobacco,9/12/20,,,5.49,,,,,,,,,,,,
538,ITRI,Itron,48.0,,,,,8/4/18,,,,,,,Technology,Scientific & Technical Instruments,9/12/20,,6700.0,0.0,-7.06,15.46,0.04,,,,,,,,,
539,ITV.L,ITV Plc,,,,,,,,,,,,,Communication Services,Broadcasting,9/12/20,,6416.0,0.0,,,,,,,,,,,,
540,ITW,Illinois Tool Works,59.0,,,,,8/4/18,14768000000.0,0.032,2563000000.0,0.519,14870000000.0,46922600000,Industrials,Specialty Industrial Machinery,9/12/20,,45000.0,2.38,13.49,20.42,16.99,,,,,,,,,
541,ITX.MC,Industria de Diseno Textil SA,,,,,,,,,,,,,Consumer Cyclical,Apparel Retail,9/12/20,,75942.0,2.84,,,,,,,,,,,,
542,IVC,Invacare Corporation,,,,,,,,,,,,,Healthcare,Medical Devices,9/12/20,,3900.0,0.0,-22.62,-14.19,-11.33,,,,,,,,,
543,IVZ,Invesco Ltd.,61.0,,,,,8/4/18,,,,,,,Financial Services,Asset Management,9/12/20,,8717.0,6.04,-24.39,-13.29,-0.07,,,,,,,,,
544,JBHT,J.B. Hunt Transport Services,58.0,,,,,8/4/18,8614900000.0,0.198,489600000.0,-0.287,5091600000.0,11014200000,Industrials,Integrated Freight & Logistics,9/12/20,,29056.0,0.79,10.83,12.82,15.45,,,,,,,,,
545,JBL,Jabil Circuit,54.0,,,,no,8/4/18,22095400000.0,0.159,86300000.0,-0.331,12045600000.0,4113900000,Technology,Electronic Components,9/12/20,,200000.0,1.04,0.42,10.31,10.73,,,,,,,,,
546,JBLU,JetBlue Airways,66.0,,,,no,8/4/18,7658000000.0,0.092,188000000.0,-0.836,10426000000.0,5014900000,Industrials,Airlines,9/12/20,,16759.0,0.0,-13.97,-13.63,8.05,,,,,,,,,
547,JCI,Johnson Controls International,42.0,,,,,8/4/18,,,,,,,Industrials,Engineering & Construction,9/12/20,,105000.0,2.53,4.36,5.91,7.21,,,,,,,,,
548,JCP,J.C. Penney,33.0,,,,,8/4/18,12019000000.0,-0.039,-255000000.0,-,7721000000.0,471400000,Consumer Cyclical,Department Stores,9/12/20,,95000.0,0.0,-59.08,-51.38,-34.73,,,,,,,,,
549,JD,"JD.com, Inc.",,,,,,,,,,,,,Consumer Cyclical,Internet Retail,9/12/20,,240000.0,0.0,20.84,25.05,,,,,,,,,,
550,JE/:LN,Just Eat PLC,,,,,,,,,,,,,,,9/12/20,,,0.0,,,,,,,,,,,,
551,JEC,Jacobs Engineering Group,48.0,,,,,8/4/18,14984600000.0,0.495,163400000.0,-0.444,12645800000.0,10490300000,Industrials,Engineering & Construction,9/12/20,,77600.0,0.0,-8.55,-9.99,-8.02,,,,,,,,,
552,JEF,Jefferies Financial Group,,,,,,,8151800000.0,-0.343,1026800000.0,4.979,47131100000.0,5686900000,Financial Services,Financial Conglomerates,9/12/20,,4800.0,3.52,-3.21,0.22,-0.18,,,,,,,,,
553,JHG,Janus Henderson Group PLC,,,,,no,8/4/18,,,,,,,Financial Services,Asset Management,9/12/20,,2335.0,7.48,-11.29,,,,,,,,,,,
554,JLL,Jones Lang LaSalle,,,,,,,16318400000.0,1.057,484500000.0,0.906,10025500000.0,7033900000,Real Estate,Real Estate Services,9/12/20,,93400.0,0.85,-5.55,-7.04,2.87,,,,,,,,,
555,JMAT.L,Johnson Matthey Plc,,,,,,,,,,,,,Basic Materials,Specialty Chemicals,9/12/20,,13632.0,2.13,,,,,,,,,,,,
556,JMEI,Jumei International Holding Limited,,,,,,,,,,,,,Consumer Cyclical,Specialty Retail,9/12/20,,,0.0,,,,,,,,,,,,
557,JNJ,Johnson & Johnson,70.0,,,,,8/4/18,81581000000.0,0.067,15297000000.0,10.767,153000000000.0,3.72E+11,Healthcare,Drug Manufacturers—General,9/12/20,,132200.0,2.75,6.05,12.2,11.49,,,,,,,,,
558,JNPR,Juniper Networks,43.0,,,,,8/4/18,,,,,,,Technology,Communication Equipment,9/12/20,,9838.0,3.5,-2.12,0.66,-0.61,,,,,,,,,
559,JPM,J.P. Morgan Chase,63.0,,,,maybe,8/4/18,131000000000.0,0.154,32474000000.0,0.329,2620000000000.0,3.31E+11,Financial Services,Banks—Diversified,9/12/20,,256710.0,3.61,7.04,12.73,11.68,,,,,,,,,
560,JSWSTEEL.NS,JSW Steel Limited,,,,,,,,,,,,,Basic Materials,Steel,9/12/20,,,0.7,,,,,,,,,,,,
561,JWN,Nordstrom,51.0,,,,,8/4/18,15860000000.0,0.025,564000000.0,0.291,7886000000.0,6879000000,Consumer Cyclical,Department Stores,9/12/20,,75000.0,0.0,-25.93,-18.8,-0.45,,,,,,,,,
562,K,Kellogg,33.0,,,,,8/4/18,13547000000.0,0.048,1336000000.0,0.053,17780000000.0,19722600000,Consumer Defensive,Packaged Foods,9/12/20,,31000.0,3.45,1.61,2.63,5.22,,,,,,,,,
563,KAMN,Kaman,33.0,,,,,8/4/18,,,,,,,Industrials,Aerospace & Defense,9/12/20,,2935.0,1.9,-3.11,4.34,7.83,,,,,,,,,
564,KBH,KB Home,,,,,,,,,,,,,Consumer Cyclical,Residential Construction,9/12/20,,2140.0,1.0,19.97,20.59,12.63,,,,,,,,,
565,KDP,Keurig Dr Pepper,40.0,3.1,,,,9/8/19,7442000000.0,0.112,586000000.0,-0.455,48918000000.0,39328100000,Consumer Defensive,Beverages—Non-Alcoholic,9/12/20,,26000.0,2.1,13.74,12.75,15.52,,,,,,,,,
566,KEY,KeyCorp,54.0,,,,,8/4/18,7393000000.0,0.076,1866000000.0,0.44,140000000000.0,15888400000,Financial Services,Banks—Regional,9/12/20,,16587.0,6.02,-5.67,2.08,6.85,,,,,,,,,
567,KEY.TO,Keyera Corp.,,,,,,,,,,,,,Energy,Oil & Gas Midstream,9/12/20,,1074.0,8.62,,,,,,,,,,,,
568,KEYS,"Keysight Technologies, Inc.",68.0,3.8,,,,9/8/19,,,,,,,Technology,Scientific & Technical Instruments,9/12/20,,13800.0,0.0,32.18,22.97,,,,,,,,,,
569,KFRC,Kforce,,,,,,,,,,,,,Industrials,Staffing & Employment Services,9/12/20,,2100.0,2.38,25.06,6.38,11.56,,,,,,,,,
570,KFY,Korn Ferry,,,,,,,,,,,,,Industrials,Staffing & Employment Services,9/12/20,,8198.0,1.4,-5.85,-1.93,7.18,,,,,,,,,
571,KHC,Kraft Heinz,29.0,,,,,8/4/18,26259000000.0,0.001,-10229000000.0,-1.93,104000000000.0,39814600000,Consumer Defensive,Packaged Foods,9/12/20,,37000.0,5.08,-23.04,-10.25,,,,,,,,,,
572,KIM,Kimco Realty,63.0,,,,,8/4/18,,,,,,,Real Estate,REIT—Retail,9/12/20,,502.0,0.0,-9.94,-5.98,3.05,,,,,,,,,
573,KIO.JO,Kumba Iron Ore Limited,,,,,,,,,,,,,Basic Materials,Steel,9/12/20,,,7.53,,,,,,,,,,,,
574,KKR,KKR,91.0,,,,no,8/4/18,,,,,,,Financial Services,Asset Management,9/12/20,,1384.0,1.56,24.89,15.39,15.9,,,,,,,,,
575,KLAC,KLA-Tencor,64.0,,,,maybe,8/4/18,,,,,,,Technology,Semiconductor Equipment & Materials,9/12/20,,10600.0,2.08,23.06,29.34,22.13,,,,,,,,,
576,KMB,Kimberly-Clark,40.0,,,,,8/4/18,18486000000.0,0.012,1410000000.0,-0.381,14518000000.0,42635200000,Consumer Defensive,Household & Personal Products,9/12/20,,40000.0,2.89,10.37,10.09,10.92,,,,,,,,,
577,KMI,Kinder Morgan,47.0,,,,,8/4/18,14144000000.0,0.032,1609000000.0,7.792,78866000000.0,45294800000,Energy,Oil & Gas Midstream,9/12/20,,11086.0,8.13,-7.48,-11.03,,,,,,,,,,
578,KMX,CarMax,57.0,,,,,8/4/18,17976800000.0,0.081,664100000.0,0.059,17486300000.0,11690000000,Consumer Cyclical,Auto & Truck Dealerships,9/12/20,,27050.0,0.0,14.05,11.04,16.33,,,,,,,,,
579,KO,Coca-Cola,48.0,,,,maybe,8/4/18,31856000000.0,-0.1,6434000000.0,4.155,83216000000.0,2.00E+11,Consumer Defensive,Beverages—Non-Alcoholic,9/12/20,,86200.0,3.28,6.24,8.84,8.14,,,,,,,,,
580,KOPN,Kopin Corporation,,,,,,,,,,,,,Technology,Electronic Components,9/12/20,,153.0,0.0,-32.06,-16.45,-8.51,,,,,,,,,
581,KORS,Michael Kors Holdings,40.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Apparel Manufacturing,9/12/20,,,,,,,,,,,,,,,
582,KOTAKBANK.NS,Kotak Mahindra Bank,,,,,,,,,,,,,Financial Services,Banks—Regional,9/12/20,,,0.0,,,,,,,,,,,,
583,KR,Kroger,35.0,3.1,,,,8/4/18,121000000000.0,-0.012,3110000000.0,0.631,38118000000.0,19630800000,Consumer Defensive,Grocery Stores,9/12/20,,500000.0,2.07,19.03,-0.21,13.7,,,,,,,,,
584,KRA,Kraton Corp,,,,,,,,,,,,,Basic Materials,Specialty Chemicals,9/12/20,,1944.0,0.0,-19.0,-3.74,-4.42,,,,,,,,,
585,KSS,Kohls,50.0,,,,,8/4/18,20229000000.0,0.059,801000000.0,-0.068,12469000000.0,11220900000,Consumer Cyclical,Department Stores,9/12/20,,122000.0,0.0,-13.88,-8.92,-2.34,,,,,,,,,
586,KSU,Kansas City Southern,33.0,,,,,8/4/18,,,,,,,Industrials,Railroads,9/12/20,,7040.0,0.86,21.57,15.86,17.83,,,,,,,,,
587,KYCCF,Keyence Corp,,,,,,,,,,,,,Technology,Scientific & Technical Instruments,9/12/20,,8419.0,0.22,15.98,31.09,,,,,,,,,,
588,L,Loews,44.0,3.3,,,,9/8/19,14066000000.0,0.024,636000000.0,-0.454,78316000000.0,14920600000,Financial Services,Insurance—Property & Casualty,9/12/20,,18605.0,0.7,-8.31,0.12,0.34,,,,,,,,,
589,LAD,Lithia Motors,51.0,3.5,,,maybe,9/8/19,11821400000.0,0.172,265700000.0,0.084,5384000000.0,2147000000,Consumer Cyclical,Auto & Truck Dealerships,9/12/20,,14320.0,0.51,30.21,17.63,40.57,,,,,,,,,
590,LB,L Brands,60.0,,,,,8/4/18,13236900000.0,0.048,643900000.0,-0.345,8090200000.0,7589900000,Consumer Cyclical,Apparel Retail,9/12/20,,25500.0,0.0,-4.99,-15.74,8.66,,,,,,,,,
591,LBTYA,Liberty Global,,,,,,8/4/18,,,,,,,Communication Services,Entertainment,9/12/20,,20200.0,0.0,-12.37,-12.5,9.04,,,,,,,,,
592,LDOS,Leidos Holdings,49.0,,,,,8/4/18,10194000000.0,0.002,581000000.0,0.587,8770000000.0,9205100000,Technology,Information Technology Services,9/12/20,,37000.0,1.58,16.63,20.28,8.36,,,,,,,,,
593,LEA,Lear,61.0,3.6,,,,9/8/19,21148500000.0,0.033,1149800000.0,-0.125,11600700000.0,8470400000,Consumer Cyclical,Auto Parts,9/12/20,,164100.0,0.0,-6.12,4.1,14.02,,,,,,,,,
594,LEG,Leggett & Platt,57.0,,,,,8/4/18,,,,,,,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9/12/20,,22000.0,3.62,2.71,3.18,10.42,,,,,,,,,
595,LEN,Lennar,52.0,,,,,8/4/18,20571600000.0,0.627,1695800000.0,1.092,28566200000.0,15513800000,Consumer Cyclical,Residential Construction,9/12/20,,10106.0,0.66,15.53,8.92,18.73,,,,,,,,,
596,LEVI,Levis,,,,,,,5575400000.0,0.137,283100000.0,0.006,3542700000.0,9207800000,Consumer Cyclical,Apparel Manufacturing,9/12/20,,15800.0,2.24,,,,,,,,,,,,
597,LFC,China Life Insurance,,,,,,,,,,,,,Financial Services,Insurance—Life,9/12/20,,101541.0,4.42,-7.27,-5.05,-2.94,,,,,,,,,
598,LH,Laboratory Corp. of America,40.0,,,,,8/4/18,11333400000.0,0.085,883700000.0,-0.303,16185300000.0,15095800000,Healthcare,Diagnostics & Research,9/12/20,,65000.0,0.0,4.46,8.89,9.0,,,,,,,,,
599,LII,Lennox International,70.0,,,,,8/4/18,,,,,,,Industrials,Specialty Industrial Machinery,9/12/20,,11200.0,1.14,18.78,18.49,21.09,,,,,,,,,
600,LILAK,Liberty Latin America Ltd,,,,,,8/4/18,,,,,,,Communication Services,Telecom Services,9/12/20,,10000.0,0.0,-28.48,-25.28,,,,,,,,,,
601,LKQ,LKQ,49.0,,,,,8/4/18,11876700000.0,0.206,480100000.0,-0.1,11393400000.0,8926400000,Consumer Cyclical,Auto Parts,9/12/20,,51000.0,0.0,-3.13,1.19,12.64,,,,,,,,,
602,LLL,L3 Technologies,42.0,,,,,8/4/18,10841000000.0,-0.015,1005000000.0,0.484,13518000000.0,16368200000,Industrials,Aerospace & Defense,9/12/20,,31000.0,,,,,,,,,,,,,
603,LLNW,Limelight Networks,,,,,,,,,,,,,Technology,Software—Infrastructure,9/12/20,,627.0,0.0,12.57,16.11,1.47,,,,,,,,,
604,LLY,Lilly (Eli) & Co.,50.0,,,,,8/4/18,24555700000.0,0.074,3232000000.0,-,43908400000.0,1.34E+11,Healthcare,Drug Manufacturers—General,9/12/20,,34720.0,2.02,23.5,14.33,16.95,,,,,,,,,
605,LMT,Lockheed Martin,60.0,,,,,8/4/18,53762000000.0,0.053,5046000000.0,1.52,44876000000.0,84887600000,Industrials,Aerospace & Defense,9/12/20,,110000.0,2.53,10.95,15.75,20.46,,,,,,,,,
606,LNC,Lincoln Financial Group,49.0,3.2,,,,9/8/19,16424000000.0,0.152,1641000000.0,-0.211,298000000000.0,11992000000,Financial Services,Insurance—Life,9/12/20,,11357.0,4.64,-16.78,-3.96,5.37,,,,,,,,,
607,LNG,Cheniere Energy,,,,,,,7987000000.0,0.426,471000000.0,-,31987000000.0,17596900000,Energy,Oil & Gas Midstream,9/12/20,,1530.0,0.0,4.89,-1.46,33.83,,,,,,,,,
608,LNT,Alliant Energy,71.0,,,,,8/4/18,,,,,,,Utilities,Utilities—Regulated Electric,9/12/20,,3597.0,2.92,8.75,16.18,13.42,,,,,,,,,
609,LNVGY,Lenovo Group Limited,,,,,,,,,,,,,Technology,Computer Hardware,9/12/20,,63000.0,8.35,12.42,-0.25,4.81,,,,,,,,,
610,LOW,Lowes,45.0,,,,,8/4/18,71309000000.0,0.039,2314000000.0,-0.329,34508000000.0,87685500000,Consumer Cyclical,Home Improvement Retail,9/12/20,,300000.0,1.52,29.37,19.95,23.24,,,,,,,,,
611,LRCX,Lam Research,78.0,,,,no,8/4/18,11077000000.0,0.382,2380700000.0,0.402,12479500000.0,27315800000,Technology,Semiconductor Equipment & Materials,9/12/20,,11300.0,1.75,21.59,33.81,23.92,,,,,,,,,
612,LSXMA,Liberty Media,,,,,,,8040000000.0,0.059,531000000.0,-0.608,40828000000.0,12349500000,Communication Services,Broadcasting,9/12/20,,4641.0,0.0,,,,,,,,,,,,
613,LTC,LTC Properties,,,,,,,,,,,,,Real Estate,REIT—Healthcare Facilities,9/12/20,,22.0,6.13,-4.16,4.01,8.61,,,,,,,,,
614,LUK,Leucadia National,100.0,,,,no,8/4/18,,,,,,,Financials,Multi-Sector Holdings,9/12/20,,,,15.75,16.98,6.07,,,,,,,,,
615,LUKOY,LukOil,47.0,3.6,,,,9/8/19,,,,,,,Energy,Oil & Gas Integrated,9/12/20,,101374.0,15.78,15.18,17.97,5.53,,,,,,,,,
616,LULU,Lululemon Athletica Inc.,,,,,,,,,,,,,Consumer Cyclical,Apparel Retail,9/12/20,,19000.0,0.0,71.72,42.14,31.5,,,,,,,,,
617,LUV,Southwest Airlines,81.0,4.3,,,maybe,9/8/19,21965000000.0,0.038,2465000000.0,-0.293,26243000000.0,28690100000,Industrials,Airlines,9/12/20,,61118.0,0.0,-8.87,1.41,13.8,,,,,,,,,
618,LVS,Las Vegas Sands,,,,,,,13729000000.0,0.066,2413000000.0,-0.14,22547000000.0,47247200000,Consumer Cyclical,Resorts & Casinos,9/12/20,,50000.0,0.0,-2.14,7.04,8.92,,,,,,,,,
619,LYB,LyondellBasell,58.0,,,,,8/4/18,,,,,,,Basic Materials,Specialty Chemicals,9/12/20,,19100.0,5.92,-2.61,2.17,18.07,,,,,,,,,
620,LYFT,Lyft,,,,,,,,,,,,,Technology,Software—Application,9/12/20,,4973.0,0.0,,,,,,,,,,,,
621,LYV,Live Nation Entertainment,64.0,,,,,8/4/18,10787800000.0,0.044,60200000.0,-,8496900000.0,13400500000,Communication Services,Entertainment,9/12/20,,10500.0,0.0,11.55,17.95,19.86,,,,,,,,,
622,M,Macys,31.0,,,,,8/4/18,25739000000.0,0.036,1108000000.0,-0.284,19194000000.0,7388400000,Consumer Cyclical,Department Stores,9/12/20,,123000.0,0.0,-19.51,-25.0,-1.31,,,,,,,,,
623,MA,MasterCard,76.0,,,,yes,8/4/18,14950000000.0,0.196,5859000000.0,0.497,24860000000.0,2.42E+11,Financial Services,Credit Services,9/12/20,,18600.0,0.48,32.98,29.71,32.75,,,,,,,,,
624,MAA,Mid-America Apartments,39.0,,,,,8/4/18,,,,,,,Real Estate,REIT—Residential,9/12/20,,2476.0,3.44,5.28,11.52,9.99,,,,,,,,,
625,MAC,Macerich,32.0,,,,,8/4/18,,,,,,,Real Estate,REIT—Retail,9/12/20,,723.0,7.89,-34.82,-19.8,-1.52,,,,,,,,,
626,MACK,"Merrimack Pharmaceuticals, Inc.",,,,,,,,,,,,,Healthcare,Biotechnology,9/12/20,,,0.0,-26.37,-31.06,,,,,,,,,,
627,MAN,ManpowerGroup,,,,,,,21991200000.0,0.045,556700000.0,0.021,8519800000.0,4964700000,Industrials,Staffing & Employment Services,9/12/20,,28000.0,3.18,-13.39,-2.43,5.77,,,,,,,,,
628,MAR,Marriott International,64.0,,,,,8/4/18,20758000000.0,-0.093,1907000000.0,0.39,23696000000.0,42117100000,Consumer Cyclical,Lodging,9/12/20,,174000.0,0.0,-0.37,7.71,12.0,,,,,,,,,
629,MARUTI.NS,Maruti Suzuki India Limited,,,,,,,,,,,,,Consumer Cyclical,Auto Manufacturers,9/12/20,,,0.83,,,,,,,,,,,,
630,MAS,Masco,54.0,,,,,8/4/18,8359000000.0,0.094,734000000.0,0.377,5393000000.0,11568700000,Industrials,Building Products & Equipment,9/12/20,,22000.0,0.94,16.8,17.52,19.56,,,,,,,,,
631,MAT,Mattel,18.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Leisure,9/12/20,,24000.0,0.0,-10.93,-9.37,-0.52,,,,,,,,,
632,MATW,Matthews International Corporation,,,,,,,,,,,,,Industrials,Conglomerates,9/12/20,,11000.0,3.65,-24.17,-11.9,-1.17,,,,,,,,,
633,MBT,Mobile Telesystems,,,,,,,,,,,,,Communication Services,Telecom Services,9/12/20,,,13.1,3.33,13.03,-1.34,,,,,,,,,
634,MCD,McDonalds,40.0,,,,,8/4/18,21025200000.0,-0.079,5924300000.0,0.141,32811200000.0,1.45E+11,Consumer Cyclical,Restaurants,9/12/20,,205000.0,2.3,12.77,19.66,12.97,,,,,,,,,
635,MCHP,Microchip Technology,74.0,,,,yes,8/4/18,,,,,,,Technology,Semiconductors,9/12/20,,18000.0,1.46,5.94,19.72,15.16,,,,,,,,,
636,MCK,McKesson,42.0,,,,,8/4/18,208000000000.0,0.049,67000000.0,-0.987,60381000000.0,22455100000,Healthcare,Medical Distribution,9/12/20,,60000.0,1.11,-0.89,-4.46,10.54,,,,,,,,,
637,MCO,Moodys,63.0,,,,,8/4/18,,,,,,,Financial Services,Financial Data & Stock Exchanges,9/12/20,,11279.0,0.79,28.91,23.66,28.15,,,,,,,,,
638,MD,"MEDNAX, Inc.",,,,,,,,,,,,,Healthcare,Medical Care Facilities,9/12/20,,9480.0,0.0,-24.95,-25.9,-3.14,,,,,,,,,
639,MDLZ,Mondelez International,41.0,,,,,8/4/18,25938000000.0,0.002,3381000000.0,0.157,62729000000.0,72171700000,Consumer Defensive,Confectioners,9/12/20,,80000.0,2.21,13.74,7.77,10.12,,,,,,,,,
640,MDT,Medtronic plc,62.0,,,,,8/4/18,,,,,,,Healthcare,Medical Devices,9/12/20,,90000.0,2.21,10.78,10.32,13.63,,,,,,,,,
641,MED,"Medifast, Inc.",37.0,3.0,,,,9/8/19,,,,,,,Consumer Cyclical,Personal Services,9/12/20,,550.0,2.59,49.84,45.88,21.37,,,,,,,,,
642,MELI,MercadoLibre,,,,,yes,8/4/18,,,,,,,Consumer Cyclical,Internet Retail,9/12/20,,9703.0,0.0,53.58,57.94,30.47,,,,,,,,,
643,MET,MetLife,40.0,,,,,8/4/18,67941000000.0,0.027,5123000000.0,0.278,688000000000.0,40751000000,Financial Services,Insurance—Life,9/12/20,,48000.0,4.88,-3.03,1.36,3.58,,,,,,,,,
644,MGLN,Magellan Health,,,,,,,7314200000.0,0.253,24200000.0,-0.781,2979100000.0,1577200000,Healthcare,Healthcare Plans,9/12/20,,10100.0,0.0,-3.34,5.35,5.0,,,,,,,,,
645,MGM,MGM Resorts International,46.0,3.5,,,,9/8/19,11763100000.0,0.092,466800000.0,-0.762,30210700000.0,13777300000,Consumer Cyclical,Resorts & Casinos,9/12/20,,63000.0,0.04,-10.15,3.02,8.93,,,,,,,,,
646,MGNX,"MacroGenics, Inc.",,,,,,,,,,,,,Healthcare,Biotechnology,9/12/20,,384.0,0.0,13.83,0.17,,,,,,,,,,
647,MHK,Mohawk Industries,64.0,,,,,8/4/18,9983600000.0,0.052,861700000.0,-0.113,13099100000.0,9121900000,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9/12/20,,41800.0,0.0,-27.85,-14.05,7.25,,,,,,,,,
648,MHO,MI Homes,,,,,,,,,,,,,Consumer Cyclical,Residential Construction,9/12/20,,1401.0,0.0,23.9,12.69,15.41,,,,,,,,,
649,MHVYF,Mitsubishi Heavy Industries,,,,,,,,,,,,,Industrials,Specialty Industrial Machinery,9/12/20,,81631.0,5.69,-11.75,-9.34,-1.5,,,,,,,,,
650,MIDD,Middleby,,,,,,,,,,,,,Industrials,Specialty Industrial Machinery,9/12/20,,9778.0,0.0,-7.98,-3.07,17.13,,,,,,,,,
651,MKC,McCormick and Company,50.0,,,,,8/4/18,,,,,,,Consumer Defensive,Packaged Foods,9/12/20,,12400.0,1.25,27.94,20.9,18.09,,,,,,,,,
652,MKL,Markel,,,,,,,6841300000.0,0.129,-128200000.0,-1.324,33306300000.0,13813200000,Financial Services,Insurance—Property & Casualty,9/12/20,,18600.0,0.0,0.53,5.11,12.07,,,,,,,,,
653,MKTX,MarketAxess Holdings,,,,,yes,,,,,,,,Financial Services,Capital Markets,9/12/20,,561.0,0.53,36.66,36.49,40.05,,,,,,,,,
654,MLHR,Herman Miller Inc,,,,,,,,,,,,,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9/12/20,,7600.0,0.0,-10.38,-0.83,4.4,,,,,,,,,
655,MLM,Martin Marietta Materials,66.0,,,,,8/4/18,,,,,,,Basic Materials,Building Materials,9/12/20,,8846.0,1.1,1.87,5.04,11.38,,,,,,,,,
656,MLPX,MLPX,,,,,,,,,,,,,,,9/12/20,,,,,,,,,,,,,,,
657,MLR,Miller Industries,,,,,,,,,,,,,Consumer Cyclical,Auto Parts,9/12/20,,1310.0,2.34,10.35,11.29,11.29,,,,,,,,,
658,MMC,Marsh & McLennan,53.0,,,,,8/4/18,14950000000.0,0.066,1650000000.0,0.106,21578000000.0,47660100000,Financial Services,Insurance Brokers,9/12/20,,76000.0,1.61,14.17,17.96,18.2,,,,,,,,,
659,MMLP,Martin Midstream Partners L.P.,44.0,,,,,8/4/18,,,,,,,Energy,Oil & Gas Midstream,9/12/20,,,1.46,-31.42,-17.39,-1.68,,,,,,,,,
660,MMM,3M,64.0,,,,maybe,8/4/18,32765000000.0,0.035,5349000000.0,0.101,36500000000.0,1.20E+11,Industrials,Specialty Industrial Machinery,9/12/20,,96000.0,3.6,-4.42,6.32,9.4,,,,,,,,,
661,MMP,Magellan Midstream Partners,76.0,,,,,8/4/18,,,,,,,Energy,Oil & Gas Midstream,9/12/20,,1884.0,11.13,-11.1,-3.28,10.25,,,,,,,,,
662,MNDI.L,Mondi Plc,,,,,,,,,,,,,Basic Materials,Paper & Paper Products,9/12/20,,25700.0,4.6,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
663,MNDO,MIND CTI Ltd (Israel) Ord,27.0,,,,,8/4/18,,,,,,,Technology,Software—Application,9/12/20,,214.0,10.29,8.07,7.01,10.29,,,,,,,,,
664,MNST,Monster Beverage,63.0,,,,yes,8/4/18,,,,,,,Consumer Defensive,Beverages—Non-Alcoholic,9/12/20,,1273.0,0.0,12.81,12.94,26.67,,,,,,,,,
665,MO,Altria Group,67.0,,,,,8/4/18,19627000000.0,0.007,6963000000.0,-0.319,55638000000.0,1.08E+11,Consumer Defensive,Tobacco,9/12/20,,7300.0,7.86,-5.42,1.63,10.8,,,,,,,,,
666,MOD,Modine Manufacturing,,,,,,,,,,,,,Consumer Cyclical,Auto Parts,9/12/20,,11300.0,0.0,-28.46,-6.02,-5.37,,,,,,,,,
667,MOH,Molina Healthcare,,,,,,,18890000000.0,-0.05,707000000.0,-,7154000000.0,8890900000,Healthcare,Healthcare Plans,9/12/20,,10000.0,0.0,36.85,15.9,25.15,,,,,,,,,
668,MOMO,Momo Inc,,,,,no,8/4/18,,,,,,,Communication Services,Internet Content & Information,9/12/20,,2350.0,0.0,-25.82,6.21,,,,,,,,,,
669,MOS,Mosaic,,,,,,,9587300000.0,0.294,470000000.0,-,20119200000.0,10527200000,Basic Materials,Agricultural Inputs,9/12/20,,12600.0,1.11,-2.13,-11.95,-8.49,,,,,,,,,
670,MOTHERSUMI.NS,Motherson Sumi Systems Limited,,,,,,,,,,,,,Consumer Cyclical,Auto Parts,9/12/20,,64357.0,2.69,,,,,,,,,,,,
671,MPC,Marathon Petroleum,72.0,,,,,8/4/18,97102000000.0,0.436,2780000000.0,-0.19,92940000000.0,40258200000,Energy,Oil & Gas Refining & Marketing,9/12/20,,60910.0,7.66,-11.43,-3.46,,,,,,,,,,
672,MRK,Merck,48.0,,,,,8/4/18,42294000000.0,0.054,6220000000.0,1.598,82637000000.0,2.15E+11,Healthcare,Drug Manufacturers—General,9/12/20,,71000.0,2.92,11.75,12.57,10.89,,,,,,,,,
673,MRNA,Moderna,,,,,,,,,,,,,Healthcare,Biotechnology,9/12/20,,975.0,0.0,,,,,,,,,,,,
674,MRO,Marathon Oil,48.0,,,,,8/4/18,6582000000.0,0.277,1096000000.0,-,21321000000.0,13677200000,Energy,Oil & Gas E&P,9/12/20,,2000.0,0.0,-24.37,-18.67,-1.08,,,,,,,,,
675,MS,Morgan Stanley,65.0,,,,,8/4/18,50193000000.0,0.15,8748000000.0,0.432,854000000000.0,72110800000,Financial Services,Capital Markets,9/12/20,,61596.0,2.78,6.17,10.32,7.67,,,,,,,,,
676,MSFT,Microsoft,75.0,,,,yes,8/4/18,110000000000.0,0.227,16571000000.0,-0.218,259000000000.0,9.05E+11,Technology,Software—Infrastructure,9/12/20,,163000.0,0.99,41.0,37.36,24.73,,,,,,,,,
677,MSI,Motorola Solutions,53.0,,,,,8/4/18,7343000000.0,0.151,966000000.0,-,9409000000.0,23089500000,Technology,Communication Equipment,9/12/20,,17000.0,1.7,22.67,19.53,13.26,,,,,,,,,
678,MTB,M&T Bank Corp.,,,,,,8/4/18,6454700000.0,0.072,1918100000.0,0.362,120000000000.0,21741200000,Financial Services,Banks—Regional,9/12/20,,17098.0,4.44,-8.2,-0.32,4.4,,,,,,,,,
