,ticker,security,outlook,rating,use,trust,upward_trend,outlook_date,revenue,rev_change_percent,profit ,profit_change_percent,assets,market_value,sector_y,industry_y,webscrape_date,net_income,ft_employee,div_yield,three_year,five_year,ten_year,alcohol,adult,gambling,tobacco,controversial_weapons,small_arms,military_contracting,coal,net_per_emp
975,TSM,Taiwan Semiconductor Manufacturing Co,,,,,maybe,8/4/18,,,,,,,Technology,Semiconductors,9/12/20,,,2.14,29.94,33.73,24.94,,,,,,,,,
976,TSN,Tyson Foods,59.0,,,,,8/4/18,40052000000.0,0.047,3024000000.0,0.705,29109000000.0,25360500000,Consumer Defensive,Farm Products,9/12/20,,141000.0,2.65,1.27,9.9,15.45,,,,,,,,,
977,TSS,Total System Services,44.0,,,,,8/4/18,,,,,,,Technology,Software - Infrastructure,9/12/20,,,,,,,,,,,,,,,
978,TTD,"The Trade Desk, Inc.",,,,,,,,,,,,,Technology,Software—Application,9/12/20,,1310.0,0.0,90.49,,,,,,,,,,,
979,TTM,Tata Motors Ltd,,,,,,,,,,,,,Consumer Cyclical,Auto Manufacturers,9/12/20,,78906.0,0.0,-31.14,-17.66,-7.1,,,,,,,,,
980,TTMI,"TTM Technologies, Inc.",,,,,,,,,,,,,Technology,Electronic Components,9/12/20,,25700.0,0.0,-8.23,12.25,2.99,,,,,,,,,
981,TTWO,Take-Two Interactive Software,,,,,,8/4/18,,,,,,,Communication Services,Electronic Gaming & Multimedia,9/12/20,,5800.0,0.0,15.32,39.39,31.99,,,,,,,,,
982,TU,Telus Corp,61.0,,,,,8/4/18,,,,,,,Communication Services,Telecom Services,9/12/20,,65600.0,4.93,4.3,6.72,9.7,,,,,,,,,
983,TUP,Tupperware Brands Corporation,,,,,,,,,,,,,Consumer Cyclical,Packaging & Containers,9/12/20,,11300.0,0.0,-21.65,-8.19,0.13,,,,,,,,,
984,TW,Tradeweb,,,,,yes,,,,,,,,Financial Services,Capital Markets,9/12/20,,919.0,0.58,,,,,,,,,,,,
985,TW.L,Taylor Wimpey Plc,,,,,,,,,,,,,Consumer Cyclical,Residential Construction,9/12/20,,6024.0,0.0,,,,,,,,,,,,
986,TWLO,Twilio,,,,,,,,,,,,,Communication Services,Internet Content & Information,9/12/20,,3284.0,0.0,94.18,,,,,,,,,,,
987,TWTR,Twitter,64.0,,,,,8/4/18,,,,,,,Communication Services,Internet Content & Information,9/12/20,,5200.0,0.0,30.15,7.28,,,,,,,,,,
988,TWX,Time Warner,46.0,,,,,8/4/18,,,,,,,Consumer Discretionary,Broadcasting & Cable TV,9/12/20,,,,,,,,,,,,,,,
989,TXN,Texas Instruments,78.0,,,,maybe,8/4/18,15784000000.0,0.055,5580000000.0,0.515,17137000000.0,99559200000,Technology,Semiconductors,9/12/20,,29768.0,2.62,20.75,25.53,20.5,,,,,,,,,
990,TXT,Textron,50.0,,,,,8/4/18,13972000000.0,-0.016,1222000000.0,2.98,14264000000.0,11846700000,Industrials,Aerospace & Defense,9/12/20,,35000.0,0.21,-8.67,-0.69,7.66,,,,,,,,,
991,UA,Under Armour,67.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Apparel Manufacturing,9/12/20,,7000.0,0.0,-15.38,,,,,,,,,,,
992,UAL,United Continental Holdings,67.0,,,,no,8/4/18,41303000000.0,0.095,2129000000.0,-0.001,44792000000.0,21279500000,Industrials,Airlines,9/12/20,,91800.0,0.0,-15.82,-8.69,5.64,,,,,,,,,
993,UBER,Uber,,,,,,,,,,,,,Technology,Software—Application,9/12/20,,22400.0,0.0,,,,,,,,,,,,
994,UBS,UBS Group AG,,,,,,,,,,,,,Financial Services,Banks—Diversified,9/12/20,,69931.0,2.96,,,,,,,,,,,,
995,UBSI,"United Bankshares, Inc.",,,,,,,,,,,,,Financial Services,Banks—Regional,9/12/20,,3039.0,5.68,-4.66,-3.21,4.46,,,,,,,,,
996,UBX,Unity Biotechnology,,,,,,,,,,,,,Healthcare,Biotechnology,9/12/20,,100.0,0.0,,,,,,,,,,,,
997,UDR,UDR Inc,71.0,,,,,8/4/18,,,,,,,Real Estate,REIT—Residential,9/12/20,,1330.0,4.21,-2.1,4.22,7.88,,,,,,,,,
998,UGI,UGI,,,,,,,7651200000.0,0.25,718700000.0,0.646,11980900000.0,9634400000,Utilities,Utilities—Regulated Gas,9/12/20,,12800.0,4.01,-9.8,2.59,8.22,,,,,,,,,
999,UHS,Universal Health Services,47.0,,,,,8/4/18,10772300000.0,-0.045,779700000.0,0.036,11265500000.0,12144300000,Healthcare,Medical Care Facilities,9/12/20,,90000.0,0.0,0.56,-2.85,13.15,,,,,,,,,
1000,UIVAX,USAA,,,,,no,,31367800000.0,0.045,2291900000.0,-0.054,159000000000.0,#VALUE!,,,9/12/20,,33689.0,,,,,,,,,,,,,
1001,UL,Unilever,68.0,4.0,,,yes,9/8/19,,,,,,,Consumer Defensive,Household & Personal Products,9/12/20,,149867.0,3.07,4.16,12.16,10.88,,,,,,,,,
1002,ULTA,Ulta Beauty,47.0,,,,,8/4/18,6716600000.0,0.141,658600000.0,0.186,3191200000.0,20683900000,Consumer Cyclical,Specialty Retail,9/12/20,,18000.0,0.0,0.04,6.76,24.25,,,,,,,,,
1003,ULTI,Ultimate Software,93.0,,,,,8/4/18,,,,,,,Technology,Software - Infrastructure,9/12/20,,,,,,,,,,,,,,,
1004,UNFI,United Natural Foods,31.0,,,,,8/4/18,10226700000.0,0.103,165700000.0,0.273,2964500000.0,671800000,Consumer Defensive,Food Distribution,9/12/20,,19000.0,0.0,-22.17,-19.72,-6.68,,,,,,,,,
1005,UNH,United Health Group Inc.,57.0,,,,,8/4/18,226000000000.0,0.125,11986000000.0,0.135,152000000000.0,2.37E+11,Healthcare,Healthcare Plans,9/12/20,,325000.0,1.64,16.23,21.82,25.1,,,,,,,,,
1006,UNM,Unum Group,70.0,,,,,8/4/18,11598500000.0,0.028,523400000.0,-0.474,61875600000.0,7260800000,Financial Services,Insurance—Life,9/12/20,,10300.0,6.22,-23.4,-6.7,1.68,,,,,,,,,
1007,UNP,Union Pacific,44.0,,,,,8/4/18,22832000000.0,0.075,5966000000.0,-0.443,59147000000.0,1.21E+11,Industrials,Railroads,9/12/20,,31965.0,2.01,24.03,19.62,18.69,,,,,,,,,
1008,UNVR,Univar,,,,,,,8632500000.0,0.046,172300000.0,0.438,5272400000.0,3760500000,Basic Materials,Chemicals,9/12/20,,10300.0,0.0,-14.94,-5.41,,,,,,,,,,
1009,UPS,United Parcel Service,54.0,,,,,8/4/18,71861000000.0,0.091,4791000000.0,-0.024,50016000000.0,96116300000,Industrials,Integrated Freight & Logistics,9/12/20,,260280.0,2.56,13.57,12.68,10.79,,,,,,,,,
1010,URBN,Urban Outfitters,35.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Apparel Retail,9/12/20,,9600.0,0.0,,,,,,,,,,,,
1011,URI,United Rentals,68.0,,,,no,8/4/18,8047000000.0,0.212,1096000000.0,-0.186,18133000000.0,9002200000,Industrials,Rental & Leasing Services,9/12/20,,19100.0,0.0,11.78,20.25,29.02,,,,,,,,,
1012,USAC,Usa Compression Partners LP,84.0,,,,,8/4/18,,,,,,,Energy,Oil & Gas Equipment & Services,9/12/20,,,19.74,3.55,4.6,,,,,,,,,,
1013,USB,U.S. Bancorp,62.0,,,,,8/4/18,25775000000.0,0.074,7096000000.0,0.141,467000000000.0,77116500000,Financial Services,Banks—Regional,9/12/20,,70000.0,4.7,-6.91,1.01,7.56,,,,,,,,,
1014,USFD,US Foods Holding,43.0,3.2,,,,9/8/19,24175000000.0,0.001,407000000.0,-0.084,9186000000.0,7597800000,Consumer Defensive,Food Distribution,9/12/20,,28000.0,0.0,-4.77,,,,,,,,,,,
1015,UTX,United Technologies,51.0,,,,,8/4/18,66501000000.0,0.111,5269000000.0,0.158,134000000000.0,1.11E+11,Industrials,Aerospace & Defense,9/12/20,,240200.0,0.0,5.87,10.3,,,,,,,,,,
1016,V,Visa,57.0,,,,yes,8/4/18,20609000000.0,0.123,10301000000.0,0.538,69225000000.0,3.44E+11,Financial Services,Credit Services,9/12/20,,19500.0,0.6,24.27,23.7,28.35,,,,,,,,,
1017,VAC,Marriott Vacations Worldwide,68.0,,,,yes,8/4/18,,,,,,,Consumer Cyclical,Resorts & Casinos,9/12/20,,22000.0,2.24,-4.11,7.65,,,,,,,,,,
1018,VAR,Varian Medical Systems,60.0,,,,,8/4/18,,,,,,,Healthcare,Medical Instruments & Supplies,9/12/20,,10000.0,0.0,17.37,18.41,12.2,,,,,,,,,
1019,VC,Visteon,34.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Auto Parts,9/12/20,,10000.0,0.0,-13.49,2.96,,,,,,,,,,
1020,VEDL,Vedanta Limited,,,,,,,,,,,,,Basic Materials,Other Industrial Metals & Mining,9/12/20,,80000.0,4.57,-22.5,12.79,,,,,,,,,,
1021,VEEV,Veeva Systems Inc,,,,,,,,,,,,,Healthcare,Health Information Services,9/12/20,,3501.0,0.0,66.05,59.59,,,,,,,,,,
1022,VFC,V.F. Corp.,55.0,,,,,8/4/18,12862300000.0,0.037,658600000.0,0.071,10311300000.0,34382100000,Consumer Cyclical,Apparel Manufacturing,9/12/20,,48000.0,2.81,,,,,,,,,,,,
1023,VGR,Vector Group Ltd.,,,,,,,,,,,,,Consumer Defensive,Tobacco,9/12/20,,1418.0,7.76,-8.82,-2.06,5.97,,,,,,,,,
1024,VIAB,Viacom,39.0,,,,,8/4/18,,,,,,,Consumer Cyclical,Media - Diversified,9/12/20,,,,,,,,,,,,,,,
1025,VIPS,Vipshop Holdings Limited,,,,,,,,,,,,,Consumer Cyclical,Internet Retail,9/12/20,,20442.0,0.0,20.13,0.07,,,,,,,,,,
1026,VIR,Vir Biotech,,,,,,,,,,,,,Healthcare,Biotechnology,9/12/20,,253.0,0.0,,,,,,,,,,,,
1027,VIRT,Virtu Financial,,,,,,,,,,,,,Financial Services,Capital Markets,9/12/20,,1012.0,3.51,21.12,6.48,,,,,,,,,,
1028,VIV,Telefonica Brasil,,,,,,,,,,,,,Communication Services,Telecom Services,9/12/20,,32793.0,3.44,-10.57,4.7,-1.03,,,,,,,,,
1029,VLO,Valero Energy,69.0,,,,,8/4/18,111000000000.0,0.26,3122000000.0,-0.232,50155000000.0,35426100000,Energy,Oil & Gas Refining & Marketing,9/12/20,,10222.0,8.59,-6.63,-0.35,14.54,,,,,,,,,
1030,VMC,Vulcan Materials,62.0,,,,,8/4/18,,,,,,,Basic Materials,Building Materials,9/12/20,,9173.0,1.1,3.47,5.78,13.2,,,,,,,,,
1031,VNO,Vornado Realty Trust,58.0,,,,,8/4/18,,,,,,,Real Estate,REIT—Office,9/12/20,,4008.0,6.29,-16.78,-11.46,-1.23,,,,,,,,,
1032,VOO,Vanguard SP 500 ETF,,,,,,,,,,,,,,,9/12/20,,,,,,,,,,,,,,,
1033,VOYA,Voya Financial,48.0,3.4,,,,9/8/19,8934000000.0,-0.075,875000000.0,-,155000000000.0,7291000000,Financial Services,Financial Conglomerates,9/12/20,,6000.0,1.24,10.54,3.2,,,,,,,,,,
1034,VRS,Verso Corp,,,,,,,,,,,,,Basic Materials,Paper & Paper Products,9/12/20,,3700.0,3.1,,,,,,,,,,,,
1035,VRSK,Verisk Analytics,57.0,,,,,8/4/18,,,,,,,Industrials,Consulting Services,9/12/20,,9060.0,0.59,30.71,19.92,20.73,,,,,,,,,
1036,VRSN,Verisign Inc.,74.0,,,,no,8/4/18,,,,,,,Technology,Software—Infrastructure,9/12/20,,872.0,0.0,23.71,23.43,20.78,,,,,,,,,
1037,VRTV,Veritiv,,,,,,,8696200000.0,0.04,-15700000.0,-,2529700000.0,418500000,Industrials,Business Equipment & Supplies,9/12/20,,8000.0,0.0,-21.54,-17.28,,,,,,,,,,
1038,VRTX,Vertex Pharmaceuticals Inc,76.0,3.8,,,maybe,8/4/18,,,,,,,Healthcare,Biotechnology,9/12/20,,3000.0,0.0,17.8,13.99,21.61,,,,,,,,,
1039,VSAT,Visasat,,,,,,,,,,,,,Technology,Communication Equipment,9/12/20,,6100.0,0.0,-15.77,-10.69,-0.32,,,,,,,,,
1040,VST,Vistra Energy,,,,,,,9144000000.0,0.684,-54000000.0,-,26024000000.0,12647800000,Utilities,Utilities—Independent Power Producers,9/12/20,,5475.0,2.93,2.85,,,,,,,,,,,
1041,VTR,Ventas,76.0,,,,,8/4/18,,,,,,,Real Estate,REIT—Healthcare Facilities,9/12/20,,516.0,4.13,-9.06,2.02,4.47,,,,,,,,,
1042,VZ,Verizon,48.0,,,,no,8/4/18,131000000000.0,0.038,15528000000.0,-0.484,265000000000.0,2.44E+11,Communication Services,Telecom Services,9/12/20,,135300.0,4.22,13.12,9.38,10.27,,,,,,,,,
1043,W,Wayfair,,,,,,,6779200000.0,0.436,-504100000.0,-,1890900000.0,13524300000,Consumer Cyclical,Internet Retail,9/12/20,,16200.0,0.0,48.47,50.16,,,,,,,,,,
1044,WAT,Waters,77.0,,,,,8/4/18,,,,,,,Healthcare,Diagnostics & Research,9/12/20,,7000.0,0.0,2.55,10.36,11.95,,,,,,,,,
1045,WB,Weibo Corporation,,,,,,,,,,,,,Communication Services,Internet Content & Information,9/12/20,,4126.0,0.0,-32.18,23.17,,,,,,,,,,
1046,WBA,Walgreens Boots Alliance,40.0,,,,,8/4/18,132000000000.0,0.113,5024000000.0,0.232,68124000000.0,59691700000,Healthcare,Pharmaceutical Retailers,9/12/20,,232000.0,5.39,-21.4,-13.83,5.28,,,,,,,,,
1047,WBAI,500.com Limited,,,,,,,,,,,,,Consumer Cyclical,Gambling,9/12/20,,,0.0,-32.75,-25.8,,,,,,,,,,
1048,WBK,Westpac Banking Group,,,,,,,,,,,,,Financial Services,Banks—Diversified,9/12/20,,30913.0,0.0,-15.02,-3.73,1.9,,,,,,,,,
1049,WCC,WESCO International,26.0,,,,,8/4/18,8176600000.0,0.065,227300000.0,0.391,4605000000.0,2395800000,Industrials,Industrial Distribution,9/12/20,,18000.0,0.0,-5.26,-3.39,2.47,,,,,,,,,
1050,WCG,WellCare Health Plans,66.0,3.8,,,maybe,9/8/19,20414100000.0,0.2,439800000.0,0.177,11764700000.0,13569000000,Healthcare,Health Care Plans,9/12/20,,12000.0,,,,,,,,,,,,,
1051,WDAY,Workday,,,,,,,,,,,,,Technology,Software—Application,9/12/20,,12300.0,0.0,23.95,23.64,,,,,,,,,,
1052,WDC,Western Digital,51.0,,,,,8/4/18,20647000000.0,0.081,675000000.0,0.7,29235000000.0,13978300000,Technology,Computer Hardware,9/12/20,,63800.0,0.0,-21.13,-10.26,7.1,,,,,,,,,
1053,WEC,WEC Energy Group,8.0,,,,,8/4/18,7679500000.0,0.004,1059300000.0,-0.12,33475800000.0,24945800000,Utilities,Utilities—Regulated Electric,9/12/20,,7500.0,2.64,15.37,17.44,14.79,,,,,,,,,
1054,WEN,Wendys,,,,,,,,,,,,,Consumer Cyclical,Restaurants,9/12/20,,13300.0,0.92,14.99,20.07,17.63,,,,,,,,,
1055,WES.AX,Wesfarmers Limited,,,,,,,,,,,,,Consumer Cyclical,Home Improvement Retail,9/12/20,,,3.42,,,,,,,,,,,,
1056,WFC,Wells Fargo,54.0,,,,,8/4/18,101000000000.0,0.034,22393000000.0,0.009,1900000000000.0,2.19E+11,Financial Services,Banks—Diversified,9/12/20,,266300.0,1.67,-16.64,-9.25,3.8,,,,,,,,,
1057,WHR,Whirlpool,44.0,,,,,8/4/18,21037000000.0,-0.01,-183000000.0,-1.523,18347000000.0,8454600000,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9/12/20,,77000.0,2.83,2.47,3.62,10.97,,,,,,,,,
1058,WIN,Windstream Holdings,21.0,,,,,8/4/18,,,,,,,Communication Services,Telecom Services,9/12/20,,,0.0,-15.66,-17.29,1.51,,,,,,,,,
1059,WIPRO.BO,Wipro Limited,,,,,,,,,,,,,Technology,Information Technology Services,9/12/20,,181804.0,0.7,,,,,,,,,,,,
1060,WLK,Westlake Chemical,,,,,,,8635000000.0,0.074,996000000.0,-0.236,11602000000.0,8718300000,Basic Materials,Specialty Chemicals,9/12/20,,9430.0,1.74,-4.69,5.98,18.21,,,,,,,,,
1061,WLTW,Willis Towers Watson,53.0,,,,,8/4/18,,,,,,,Financial Services,Insurance Brokers,9/12/20,,45000.0,1.31,12.11,14.12,10.99,,,,,,,,,
1062,WM,Waste Management,58.0,,,,,8/4/18,14914000000.0,0.03,1925000000.0,-0.012,22650000000.0,44128700000,Industrials,Waste Management,9/12/20,,44900.0,1.95,15.3,19.61,14.32,,,,,,,,,
1063,WMB,Williams,42.0,,,,,8/4/18,8686000000.0,0.082,-155000000.0,-1.071,45302000000.0,34801100000,Energy,Oil & Gas Midstream,9/12/20,,4812.0,7.93,-6.65,-7.9,7.93,,,,,,,,,
1064,WMC,Western Asset Mortgage Capital Corp,51.0,,,,,8/4/18,,,,,,,Real Estate,REIT—Mortgage,9/12/20,,,0.0,-21.32,-8.54,,,,,,,,,,
1065,WMT,Walmart,44.0,3.2,,,,9/8/19,514000000000.0,0.028,6670000000.0,-0.324,219000000000.0,2.80E+11,Consumer Defensive,Discount Stores,9/12/20,,2200000.0,1.58,21.84,17.86,11.6,,,,,,,,,
1066,WORK,Slack,,,,,,,,,,,,,Technology,Software—Application,9/12/20,,2431.0,0.0,,,,,,,,,,,,
1067,WPC,W.P. Carey,39.0,,,,,8/4/18,,,,,,,Real Estate,REIT—Diversified,9/12/20,,204.0,6.09,4.36,8.95,13.58,,,,,,,,,
1068,WPG,Washington Prime Group Inc,29.0,,,,,8/4/18,,,,,,,Real Estate,REIT—Retail,9/12/20,,754.0,0.0,-29.26,-15.51,,,,,,,,,,
1069,WRB,W.R. Berkley,,,,,,,7691700000.0,0.001,640700000.0,0.167,24896000000.0,10337000000,Financial Services,Insurance—Property & Casualty,9/12/20,,7493.0,0.77,15.0,13.6,14.96,,,,,,,,,
1070,WRK,WestRock,43.0,,,,,8/4/18,16285100000.0,0.096,1906100000.0,1.691,25360500000.0,9793500000,Consumer Cyclical,Packaging & Containers,9/12/20,,45100.0,2.51,-13.51,-5.88,5.96,,,,,,,,,
1071,WSM,"Williams-Sonoma, Inc.",,,,,,,5671600000.0,0.072,333700000.0,0.286,2812800000.0,4434800000,Consumer Cyclical,Specialty Retail,9/12/20,,11600.0,2.12,26.67,5.64,13.77,,,,,,,,,
1072,WTB.L,Whitbread Plc,,,,,,,,,,,,,Consumer Cyclical,Restaurants,9/12/20,,35455.0,0.0,,,,,,,,,,,,
1073,WTR,Aqua America Stock,,,,,yes,,,,,,,,Utilities,Utilities - Regulated Water,9/12/20,,,0.0,-42.03,-32.24,-36.14,,,,,,,,,
1074,WTS,Watts Water Tech,30.0,,,,,8/4/18,,,,,,,Industrials,Specialty Industrial Machinery,9/12/20,,4800.0,0.94,17.26,14.09,12.65,,,,,,,,,
1075,WU,Western Union,48.0,,,,,8/4/18,5589900000.0,0.012,851900000.0,-,8996800000.0,8050900000,Financial Services,Credit Services,9/12/20,,11500.0,4.06,9.03,7.08,5.5,,,,,,,,,
1076,WUBA,58.com Inc.,-1.0,,,,,9/8/19,,,,,,,Communication Services,Internet Content & Information,9/12/20,,21743.0,0.0,-5.65,5.31,,,,,,,,,,
1077,WY,Weyerhaeuser,56.0,,,,,8/4/18,7476000000.0,0.039,748000000.0,0.285,17249000000.0,19663400000,Real Estate,REIT—Specialty,9/12/20,,9400.0,0.0,-1.59,4.63,8.91,,,,,,,,,
1078,WYN,Wyndham Worldwide,43.0,,,,,8/4/18,,,,,,,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",9/12/20,,,,-10.0,-7.49,4.77,,,,,,,,,
1079,WYNN,Wynn Resorts,64.0,,,,,8/4/18,6717700000.0,0.065,572400000.0,-0.234,13216300000.0,12843500000,Consumer Cyclical,Resorts & Casinos,9/12/20,,30200.0,0.0,-14.84,6.8,4.1,,,,,,,,,
1080,X,United States Steel,13.0,,,,,8/4/18,14178000000.0,0.157,1115000000.0,1.881,10982000000.0,3378500000,Basic Materials,Steel,9/12/20,,27500.0,0.55,-34.12,-10.54,-15.24,,,,,,,,,
1081,XEC,Cimarex Energy,73.0,,,,,8/4/18,,,,,,,Energy,Oil & Gas E&P,9/12/20,,987.0,3.67,-35.97,-23.85,-7.95,,,,,,,,,
1082,XEL,Xcel Energy,38.0,,,,,8/4/18,11537000000.0,0.012,1261000000.0,0.098,45987000000.0,28903800000,Utilities,Utilities—Regulated Electric,9/12/20,,11273.0,2.49,13.36,18.13,13.66,,,,,,,,,
1083,XHW,Sherwin-Williams,,,,,yes,,17534500000.0,0.17,1108700000.0,-0.374,19134300000.0,39918500000,,,9/12/20,,53368.0,,,,,,,,,,,,,
1084,XIACY,Xiaomi,,,,,,,,,,,,,Technology,Consumer Electronics,9/12/20,,18960.0,0.0,,,,,,,,,,,,
1085,XL,XL Catlin,53.0,,,,,8/4/18,,,,,,,Financials,Property & Casualty Insurance,9/12/20,,,,,,,,,,,,,,,
1086,XLNX,Xilinx,65.0,,,,maybe,8/4/18,,,,,,,Technology,Semiconductors,9/12/20,,4891.0,1.54,16.76,20.31,16.17,,,,,,,,,
1087,XOM,Exxon Mobil,58.0,,,,,8/4/18,290000000000.0,0.188,20840000000.0,0.057,346000000000.0,3.42E+11,Energy,Oil & Gas Integrated,9/12/20,,74900.0,9.41,-16.02,-6.14,0.56,,,,,,,,,
1088,XPO,XPO Logistics,67.0,3.8,,,maybe,9/8/19,17279000000.0,0.123,422000000.0,0.24,12270000000.0,5868100000,Industrials,Integrated Freight & Logistics,9/12/20,,96000.0,0.0,12.36,22.13,30.08,,,,,,,,,
1089,XRAY,Dentsply Sirona,51.0,,,,,8/4/18,,,,,,,Healthcare,Medical Instruments & Supplies,9/12/20,,15200.0,0.91,-8.58,-2.69,4.65,,,,,,,,,
1090,XRX,Xerox,22.0,,,,,8/4/18,9830000000.0,-0.042,361000000.0,0.851,14874000000.0,7307600000,Technology,Information Technology Services,9/12/20,,26100.0,5.37,-11.68,-13.99,-4.16,,,,,,,,,
1091,XYF,X Financials,,,,,,,,,,,,,Financial Services,Credit Services,9/12/20,,693.0,0.0,,,,,,,,,,,,
1092,XYL,Xylem,51.0,,,,,8/4/18,,,,,,,Industrials,Specialty Industrial Machinery,9/12/20,,16000.0,1.27,11.51,22.22,,,,,,,,,,
1093,Y,Alleghany,-1.0,,,,,9/8/19,6887200000.0,0.072,39500000.0,-0.561,25344900000.0,8854700000,Financial Services,Insurance—Property & Casualty,9/12/20,,10786.0,0.0,-0.73,3.18,6.52,,,,,,,,,
1094,YELP,Yelp Inc.,,,,,,,,,,,,,Communication Services,Internet Content & Information,9/12/20,,5950.0,0.0,-21.11,-2.78,,,,,,,,,,
1095,YESBANK.NS,Yes Bank Limited,,,,,,,,,,,,,Financial Services,Banks—Regional,9/12/20,,22973.0,0.0,,,,,,,,,,,,
1096,YEXT,Yext,,,,,,,,,,,,,Technology,Software—Infrastructure,9/12/20,,1200.0,0.0,7.54,,,,,,,,,,,
1097,YUM,Yum Brands,60.0,,,,,8/4/18,8415000000.0,0.178,708000000.0,0.757,4610000000.0,17019200000,Consumer Cyclical,Restaurants,9/12/20,,34000.0,2.04,7.67,9.11,11.53,,,,,,,,,
1098,YUM,Yum Brands,60.0,,,,,8/4/18,8415000000.0,0.178,708000000.0,0.757,4610000000.0,17019200000,Consumer Cyclical,Restaurants,9/12/20,,34000.0,2.04,7.67,9.11,11.53,,,,,,,,,
